name	person_id	group_label	dominant_field	canonical_person_id	is_canonical	n_real_persons_in_cluster	group_confidence	cluster_needs_review	merge_key
河合, 潤	alo:person:scholar:kaken:9000008362333	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000009315287	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000009967567	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000010415782	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000010769278	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000016408193	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000017328726	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000018264773	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000018509331	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000020090387	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000021003524	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000021420055	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000023914203	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000024298834	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000024866413	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000239617031	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000246832415	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000250182401	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000250182537	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000250182540	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000250182543	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000252808801	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000253156609	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000255685246	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000255686006	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000255983790	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000256043094	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000256341808	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000256406111	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257792023	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257792029	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257792066	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257792114	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257792162	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257793263	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257794451	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000257850782	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000258192592	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000258194403	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000258242995	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000258693383	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000262361580	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000279203204	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000279888448	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000290382141	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000361320655	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000361704781	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364786810	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790254	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790345	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790519	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790541	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790591	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790606	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790684	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364790844	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000364871887	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000366513240	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000384269220	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000384269295	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000392101938	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000392107554	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000399513219	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000399514560	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000401687650	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000401882769	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000401883254	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000403833902	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000404514488	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000406355112	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000408999716	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000412131321	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
河合, 潤	alo:person:scholar:kaken:9000413350570	河合 潤（分析化学・X線分光／『鑑定不正 カレーヒ素事件』著者）	分析化学・X線分光（科学鑑定批判）	alo:person:scholar:kaken:1000060191996	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:1000000196065	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	True	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000002440878	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000007852016	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000008540264	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000008659658	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000008671554	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000008674284	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000008967090	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009148455	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009274080	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009297926	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009579684	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009721806	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009735632	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009767313	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000009844923	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010148191	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010149076	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010173815	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010203273	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010210610	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010229669	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010250866	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000010412917	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000017310410	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000024941207	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000241180720	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000241652759	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000241785142	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000242688732	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000242703026	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000242703038	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000243728932	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000246803233	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000291892932	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
榊原, 秀訓	alo:person:scholar:kaken:9000302382221	榊原秀訓（行政法学者）	行政法学	alo:person:scholar:kaken:1000000196065	False	1	low	True	publication_adjudication
