sample_stratum	self_bib_id	self_isbn	self_ndl	bencom_bib_id	bencom_self_count	edition_risk_flag	match_basis	snapshot_date	self_title
clean_random	alo:book:isbn:9784788282124	9784788282124	027831793	NOBN_20170201_不動産明渡・引渡事件処理マニュアル_01	1	0	title_normalized_exact	2026-06-22	不動産明渡・引渡事件処理マニュアル
clean_random	alo:book:isbn:9784502514616	9784502514616	033771339	NOBN_20241108_幼保事業者の重大事故・不適切保育対応_01	1	0	title_normalized_exact	2026-06-22	幼保事業者の重大事故・不適切保育対応
clean_random	alo:book:isbn:9784326403363	9784326403363	028509833	NOBN_20170901_ファッションロー_01	1	0	title_normalized_exact	2026-06-22	ファッションロー
clean_random	alo:book:isbn:9784641038905	9784641038905	000002688585	NOBN_19980501_現代仲裁法の論点_01	1	0	title_normalized_exact	2026-06-22	現代仲裁法の論点
clean_random	alo:book:isbn:9784539729632	9784539729632	032660524	NOBN_20230303_はじめての法人税_01	1	0	title_normalized_exact	2026-06-22	はじめての法人税
clean_random	alo:book:isbn:9784502304118	9784502304118	029678573	NOBN_20190528_会社を伸ばす株主還元_01	1	0	title_normalized_exact	2026-06-22	会社を伸ばす株主還元
clean_random	alo:book:isbn:9784817841995	9784817841995	025926540	NOBN_20141128_供託実務事例集_01	1	0	title_normalized_exact	2026-06-22	供託実務事例集
clean_random	alo:book:isbn:9784589042231	9784589042231	032232818	NOBN_20220715_原理で学ぶ社会保障法_01	1	0	title_normalized_exact	2026-06-22	原理で学ぶ社会保障法
clean_random	alo:book:isbn:9784817844484	9784817844484	028706671	NOBN_20171214_先例から読み解く!土地の表示に関する登記の実務_01	1	0	title_normalized_exact	2026-06-22	先例から読み解く!土地の表示に関する登記の実務
clean_random	alo:book:isbn:9784326404261	9784326404261	032996304	NOBN_20230801_人事データ保護法入門_01	1	0	title_normalized_exact	2026-06-22	人事データ保護法入門
clean_random	alo:book:isbn:9784417018629	9784417018629	032951660	NOBN_20230810_宗教法人の法律相談_01	1	0	title_normalized_exact	2026-06-22	宗教法人の法律相談
clean_random	alo:book:isbn:9784502386213	9784502386213	031555081	NOBN_20210720_秘密保持契約・予備的合意書・覚書の法務と書式_01	1	0	title_normalized_exact	2026-06-22	秘密保持契約・予備的合意書・覚書の法務と書式
clean_random	alo:book:isbn:9784589043801	9784589043801	034065390	NOBN_20250515_違法・不当な行政からの権利救済_01	1	0	title_normalized_exact	2026-06-22	違法・不当な行政からの権利救済
clean_random	alo:book:isbn:9784335357770	9784335357770	029398278	NOBN_20190107_AI・HRテック対応_人事労務情報管理の法律実務_01	1	0	title_normalized_exact	2026-06-22	AI・HRテック対応人事労務情報管理の法律実務
clean_random	alo:book:isbn:9784897616650	9784897616650	028361697	NOBN_20170726_改正外国人技能実習制度の実務_01	1	0	title_normalized_exact	2026-06-22	改正外国人技能実習制度の実務
clean_random	alo:book:isbn:9784539727645	9784539727645	030567407	NOBN_20200821_外国人雇用_はじめの一歩_01	1	0	title_normalized_exact	2026-06-22	外国人雇用はじめの一歩
clean_random	alo:book:isbn:9784313314146	9784313314146	027959997	NOBN_20170216_若手法律家のための和解のコツ_01	1	0	title_normalized_exact	2026-06-22	若手法律家のための和解のコツ
clean_random	alo:book:isbn:9784417018674	9784417018674	033184814	NOBN_20231210_企業における裁判に負けないための契約条項の実務_01	1	0	title_normalized_exact	2026-06-22	企業における裁判に負けないための契約条項の実務
clean_random	alo:book:isbn:9784502502217	9784502502217	033480237	NOBN_20240523_MAコンサルタントに必要な法務スキル_01	1	0	title_normalized_exact	2026-06-22	M&Aコンサルタントに必要な法務スキル
clean_random	alo:book:isbn:9784641018389	9784641018389	027126474	NOBN_20160305_旅券法逐条解説_01	1	0	title_normalized_exact	2026-06-22	旅券法逐条解説
clean_random	alo:book:isbn:9784539729946	9784539729946	032972426	NOBN_20230820_小さな会社のたたみ方がサクッとわかる本_01	1	0	title_normalized_exact	2026-06-22	小さな会社のたたみ方がサクッとわかる本
clean_random	alo:book:isbn:9784384049213	9784384049213	033054035	NOBN_20230930_事業者必携_最新_特定商取引法・景品表示法・個人情報保護法の法律入門_01	1	0	title_normalized_exact	2026-06-22	事業者必携最新特定商取引法・景品表示法・個人情報保護法の法律入門
clean_random	alo:book:isbn:9784788282117	9784788282117	027831791	NOBN_20170201_説明義務の理論と実際_01	1	0	title_normalized_exact	2026-06-22	説明義務の理論と実際
clean_random	alo:book:isbn:9784502247712	9784502247712	028829388	NOBN_20180227_独占禁止法と損害賠償・差止請求_01	1	0	title_normalized_exact	2026-06-22	独占禁止法と損害賠償・差止請求
clean_random	alo:book:isbn:9784502245510	9784502245510	028946060	NOBN_20180427_新・センスのよい法律文章の書き方_01	1	0	title_normalized_exact	2026-06-22	新・センスのよい法律文章の書き方
clean_random	alo:book:isbn:9784535522909	9784535522909	030607754	NOBN_20200923_検証・自動車運転死傷行為等処罰法_01	1	0	title_normalized_exact	2026-06-22	検証・自動車運転死傷行為等処罰法
clean_random	alo:book:isbn:9784502157110	9784502157110	026721958	NOBN_20150915_独占禁止法の手続と実務_01	1	0	title_normalized_exact	2026-06-22	独占禁止法の手続と実務
clean_random	alo:book:isbn:9784788288331	9784788288331	031334087	NOBN_20210401_農地の承継・相続相談対応マニュアル_01	1	0	title_normalized_exact	2026-06-22	農地の承継・相続相談対応マニュアル
clean_random	alo:book:isbn:9784817847089	9784817847089	031317289	NOBN_20210301_信託法からみた民事信託の手引き_01	1	0	title_normalized_exact	2026-06-22	信託法からみた民事信託の手引き
clean_random	alo:book:isbn:9784502501913	9784502501913	033678834	NOBN_20240912_ディープテック・スタートアップの知財・契約戦略_01	1	0	title_normalized_exact	2026-06-22	ディープテック・スタートアップの知財・契約戦略
clean_random	alo:book:isbn:9784502409110	9784502409110	031918438	NOBN_20220125_医療機器ビジネスの法律実務_01	1	0	title_normalized_exact	2026-06-22	医療機器ビジネスの法律実務
clean_random	alo:book:isbn:9784589042033	9784589042033	032051473	NOBN_20220415_比較から読み解く日本国憲法_01	1	0	title_normalized_exact	2026-06-22	比較から読み解く日本国憲法
clean_random	alo:book:isbn:9784897617299	9784897617299	029449755	NOBN_20190125_社労士のための_わかりやすい補佐人制度の解説_01	1	0	title_normalized_exact	2026-06-22	社労士のためのわかりやすい補佐人制度の解説
clean_random	alo:book:isbn:9784817845597	9784817845597	029721154	NOBN_20190620_債権法改正と家庭裁判所の実務_01	1	0	title_normalized_exact	2026-06-22	債権法改正と家庭裁判所の実務
clean_random	alo:book:isbn:9784492654941	9784492654941	032489641	NOBN_20221128_ベンチャーキャピタルの実務_01	1	0	title_normalized_exact	2026-06-22	ベンチャーキャピタルの実務
clean_random	alo:book:isbn:9784417017820	9784417017820	030138392	NOBN_20200120_医療事故の法律相談_01	1	0	title_normalized_exact	2026-06-22	医療事故の法律相談
clean_random	alo:book:isbn:9784797281118	9784797281118	032051710	NOBN_20220330_新聞記事と国際法の話_01	1	0	title_normalized_exact	2026-06-22	新聞記事と国際法の話
clean_random	alo:book:isbn:9784535587649	9784535587649	031557885	NOBN_20210730_なぜ君は総理大臣になれないのか_01	1	0	title_normalized_exact	2026-06-22	なぜ君は総理大臣になれないのか
clean_random	alo:book:isbn:9784535526150	9784535526150	032010323	NOBN_20220315_刑事準備手続論_01	1	0	title_normalized_exact	2026-06-22	刑事準備手続論
clean_random	alo:book:isbn:9784589040459	9784589040459	030113717	NOBN_20191210_SDGs時代の平和学_01	1	0	title_normalized_exact	2026-06-22	SDGs時代の平和学
clean_random	alo:book:isbn:9784641136670	9784641136670	025446838	NOBN_20140526_ライブ争点整理_01	1	0	title_normalized_exact	2026-06-22	ライブ争点整理
clean_random	alo:book:isbn:9784313511941	9784313511941	032427617	NOBN_20221025_改正民法による相隣関係の実務_01	1	0	title_normalized_exact	2026-06-22	改正民法による相隣関係の実務
clean_random	alo:book:isbn:9784817846921	9784817846921	030778721	NOBN_20201101_現代型ビジネスシーン別_契約条項例とチェックポイント_01	1	0	title_normalized_exact	2026-06-22	現代型ビジネスシーン別契約条項例とチェックポイント
clean_random	alo:book:isbn:9784324111956	9784324111956	032333774	NOBN_20220901_労働災害の法律実務_01	1	0	title_normalized_exact	2026-06-22	労働災害の法律実務
clean_random	alo:book:isbn:9784502347719	9784502347719	030431505	NOBN_20200610_基礎からわかる広告・マーケティングの法律_01	1	0	title_normalized_exact	2026-06-22	基礎からわかる広告・マーケティングの法律
clean_random	alo:book:isbn:9784827113426	9784827113426	030498252	NOBN_20200706_知財部という仕事_01	1	0	title_normalized_exact	2026-06-22	知財部という仕事
clean_random	alo:book:isbn:9784502427916	9784502427916	032175776	NOBN_20220609_デジタルヘルス事業参入の法務_01	1	0	title_normalized_exact	2026-06-22	デジタルヘルス事業参入の法務
clean_random	alo:book:isbn:9784535526921	9784535526921	032695605	NOBN_20230330_パラリーガルの実務感覚から学ぶ民事訴訟・執行・保全_01	1	0	title_normalized_exact	2026-06-22	パラリーガルの実務感覚から学ぶ民事訴訟・執行・保全
clean_random	alo:book:isbn:9784335313325	9784335313325	031617708	NOBN_20210831_プレップ社会保障法_01	1	0	title_normalized_exact	2026-06-22	プレップ社会保障法
clean_random	alo:book:manual:title_2707	9784803743548	034078687	NOBN_20250520_判例講座刑法総論_01	1	0	title_normalized_exact	2026-06-22	判例講座刑法総論
clean_random	alo:book:isbn:9784535528031	9784535528031	033709379	NOBN_20240930_契約法を考える_01	1	0	title_normalized_exact	2026-06-22	契約法を考える
clean_random	alo:book:isbn:9784865566598	9784865566598	033857619	NOBN_20250123_弁護士とケースワーカーの連携による生活保護の現場対応QA_01	1	0	title_normalized_exact	2026-06-22	弁護士とケースワーカーの連携による生活保護の現場対応Q&A
clean_random	alo:book:isbn:9784817844002	9784817844002	028305987	NOBN_20170601_相続手続が簡単に_法定相続情報証明制度の利用の仕方_01	1	0	title_normalized_exact	2026-06-22	相続手続が簡単に法定相続情報証明制度の利用の仕方
clean_random	alo:book:isbn:9784539727584	9784539727584	030444463	NOBN_20200619_人事・総務担当者のための_ハラスメント研修_設計・実践ハンドブック_01	1	0	title_normalized_exact	2026-06-22	人事・総務担当者のためのハラスメント研修設計・実践ハンドブック
clean_random	alo:book:isbn:9784384046465	9784384046465	026379746	NOBN_20150610_図解_最新_相続・贈与・財産管理の法律と税金がわかる事典_01	1	0	title_normalized_exact	2026-06-22	図解最新相続・贈与・財産管理の法律と税金がわかる事典
clean_random	alo:book:isbn:9784384048872	9784384048872	032019376	NOBN_20220330_すぐに役立つ_図解とQAでわかる_最新_空き家をめぐる法律と税金_01	1	0	title_normalized_exact	2026-06-22	すぐに役立つ図解とQ&Aでわかる最新空き家をめぐる法律と税金
clean_random	alo:book:isbn:9784589043597	9784589043597	033858374	NOBN_20250115_条約法_01	1	0	title_normalized_exact	2026-06-22	条約法
clean_random	alo:book:isbn:9784535524927	9784535524927	031548251	NOBN_20210720_自由法曹団百年史1921-2021_01	1	0	title_normalized_exact	2026-06-22	自由法曹団百年史1921-2021
clean_random	alo:book:isbn:9784502504716	9784502504716	033548664	NOBN_20240627_保険リスクマネージャーの視点と実務_01	1	0	title_normalized_exact	2026-06-22	保険リスクマネージャーの視点と実務
clean_random	alo:book:isbn:9784502278310	9784502278310	029336336	NOBN_20181126_日本とドイツにおける株式会社法の発展_01	1	0	title_normalized_exact	2026-06-22	日本とドイツにおける株式会社法の発展
clean_random	alo:book:manual:title_4073	9784004302124	000002167992	NOBN_20211129_子どもと学校_01	1	0	title_normalized_exact	2026-06-22	子どもと学校
clean_random	alo:book:isbn:9784641136472	9784641136472	024648948	NOBN_20130701_典型担保法の諸相_01	1	0	title_normalized_exact	2026-06-22	典型担保法の諸相
clean_random	alo:book:isbn:9784417016557	9784417016557	026384999	NOBN_20150606_遺産分割のための相続分算定方法_01	1	0	title_normalized_exact	2026-06-22	遺産分割のための相続分算定方法
clean_random	alo:book:isbn:9784641046870	9784641046870	031184369	NOBN_20201224_分野別_国際条約ハンドブック_01	1	0	title_normalized_exact	2026-06-22	分野別国際条約ハンドブック
clean_random	alo:book:isbn:9784788289420	9784788289420	031773746	NOBN_20211102_抗告・異議申立ての実務_01	1	0	title_normalized_exact	2026-06-22	抗告・異議申立ての実務
clean_random	alo:book:isbn:9784539728215	9784539728215	031751294	NOBN_20211102_税理士が押さえておきたい_地主・不動産オーナーの相続発生後_関与の勘所_01	1	0	title_normalized_exact	2026-06-22	税理士が押さえておきたい地主・不動産オーナーの相続発生後関与の勘所
clean_random	alo:book:isbn:9784641243026	9784641243026	028668471	NOBN_20171208_独禁法事例集_01	1	0	title_normalized_exact	2026-06-22	独禁法事例集
clean_random	alo:book:isbn:9784130361484	9784130361484	027236421	NOBN_20160425_英米民事訴訟法_01	1	0	title_normalized_exact	2026-06-22	英米民事訴訟法
clean_random	alo:book:isbn:9784322121346	9784322121346	023782374	NOBN_20120730_一問一答_改正資産流動化法_01	1	0	title_normalized_exact	2026-06-22	一問一答改正資産流動化法
clean_random	alo:book:isbn:9784906929757	9784906929757	029269368	NOBN_20180901_逮捕勾留プラクティス_01	1	0	title_normalized_exact	2026-06-22	逮捕勾留プラクティス
clean_random	alo:book:manual:title_3575	9784788291287	032640620	NOBN_20230201_DV・児童虐待事件処理マニュアル_01	1	0	title_normalized_exact	2026-06-22	DV・児童虐待事件処理マニュアル
clean_random	alo:book:isbn:9784897619415	9784897619415	033042714	NOBN_20230925_離職防止に向けた働き方改革の実践ガイド_01	1	0	title_normalized_exact	2026-06-22	離職防止に向けた働き方改革の実践ガイド
clean_random	alo:book:isbn:9784766421125	9784766421125	025336958	NOBN_20140405_イギリス取引法入門_01	1	0	title_normalized_exact	2026-06-22	イギリス取引法入門
clean_random	alo:book:isbn:9784502435713	9784502435713	032339234	NOBN_20220901_XR・メタバースの知財法務_01	1	0	title_normalized_exact	2026-06-22	XR・メタバースの知財法務
clean_random	alo:book:isbn:9784384049107	9784384049107	032642654	NOBN_20230228_すぐに役立つ_入門図解_最新_法人税のしくみと法人税申告書の書き方_01	1	0	title_normalized_exact	2026-06-22	すぐに役立つ入門図解最新法人税のしくみと法人税申告書の書き方
clean_random	alo:book:isbn:9784788286917	9784788286917	030276874	NOBN_20200301_実務家が陥りやすい_借地借家の落とし穴_01	1	0	title_normalized_exact	2026-06-22	実務家が陥りやすい借地借家の落とし穴
clean_random	alo:book:isbn:9784539728765	9784539728765	031908986	NOBN_20220121_IPOの労務監査_標準手順書_01	1	0	title_normalized_exact	2026-06-22	IPOの労務監査標準手順書
clean_random	alo:book:isbn:9784817840820	9784817840820	024440496	NOBN_20130501_現代取引社会における継続的契約の法理と判例_01	1	0	title_normalized_exact	2026-06-22	現代取引社会における継続的契約の法理と判例
clean_random	alo:book:isbn:9784502501210	9784502501210	033492259	NOBN_20240528_Cookieポリシー作成のポイント_01	1	0	title_normalized_exact	2026-06-22	Cookieポリシー作成のポイント
clean_random	alo:book:isbn:9784788288959	9784788288959	031447710	NOBN_20210601_目的別_相続対策_選択ガイドブック_01	1	0	title_normalized_exact	2026-06-22	目的別相続対策選択ガイドブック
clean_random	alo:book:isbn:9784788284951	9784788284951	029512492	NOBN_20190101_介護・医療現場が知っておくべき_認知症高齢者への対応と法律問題_01	1	0	title_normalized_exact	2026-06-22	介護・医療現場が知っておくべき認知症高齢者への対応と法律問題
clean_random	alo:book:isbn:9784326403950	9784326403950	031619789	NOBN_20210801_会社法入門20講_01	1	0	title_normalized_exact	2026-06-22	会社法入門20講
clean_random	alo:book:isbn:9784641138940	9784641138940	032170341	NOBN_20220608_継続的契約の規範_01	1	0	title_normalized_exact	2026-06-22	継続的契約の規範
clean_random	alo:book:isbn:9784589041838	9784589041838	031848757	NOBN_20211201_法学における論理学の使用法_01	1	0	title_normalized_exact	2026-06-22	法学における論理学の使用法
clean_random	alo:book:isbn:9784817845436	9784817845436	029592745	NOBN_20190301_国家賠償法実務ハンドブック_01	1	0	title_normalized_exact	2026-06-22	国家賠償法実務ハンドブック
clean_random	alo:book:isbn:9784324109489	9784324109489	031363079	NOBN_20210401_実務が変わる!_QA民事裁判手続IT化_01	1	0	title_normalized_exact	2026-06-22	実務が変わる!Q&A民事裁判手続IT化
clean_random	alo:book:manual:title_5951	9784803701401	023383699	NOBN_20120220_警察官のための剣道_01	1	0	title_normalized_exact	2026-06-22	警察官のための剣道
clean_random	alo:book:isbn:9784877987756	9784877987756	031334233	NOBN_20210330_こんなときどうする刑事弁護の知恵袋_01	1	0	title_normalized_exact	2026-06-22	こんなときどうする刑事弁護の知恵袋
clean_random	alo:book:isbn:9784817844767	9784817844767	028993887	NOBN_20180524_相続法改正のポイントと実務への影響_01	1	0	title_normalized_exact	2026-06-22	相続法改正のポイントと実務への影響
clean_random	alo:book:isbn:9784313511699	9784313511699	029753789	NOBN_20190704_実践!!_業務委託契約書審査の実務_01	1	0	title_normalized_exact	2026-06-22	実践!!業務委託契約書審査の実務
clean_random	alo:book:isbn:9784502525018	9784502525018	033823234	NOBN_20241210_業務プロセスとつながる_IT統制とIT監査_現場の教科書_01	1	0	title_normalized_exact	2026-06-22	業務プロセスとつながるIT統制とIT監査現場の教科書
clean_random	alo:book:isbn:9784539726266	9784539726266	029202876	NOBN_20180920_民泊3タイプ_開設・契約・運営とトラブル対策_01	1	0	title_normalized_exact	2026-06-22	民泊3タイプ開設・契約・運営とトラブル対策
clean_random	alo:book:isbn:9784260053198	9784260053198	032994223	NOBN_20230901_職場のメンタルヘルスケア入門_01	1	0	title_normalized_exact	2026-06-22	職場のメンタルヘルスケア入門
clean_random	alo:book:isbn:9784535526426	9784535526426	032043140	NOBN_20220330_犯罪学におけるコントロールモデルの展開と犯罪原因論の課題_01	1	0	title_normalized_exact	2026-06-22	犯罪学におけるコントロールモデルの展開と犯罪原因論の課題
clean_random	alo:book:isbn:9784589041647	9784589041647	031531799	NOBN_20210715_18歳からはじめる知的財産法_01	1	0	title_normalized_exact	2026-06-22	18歳からはじめる知的財産法
clean_random	alo:book:isbn:9784817846501	9784817846501	030492450	NOBN_20200701_地下アイドルの法律相談_01	1	0	title_normalized_exact	2026-06-22	地下アイドルの法律相談
clean_random	alo:book:isbn:9784535528208	9784535528208	033880723	NOBN_20250130_法学教育の四半世紀_01	1	0	title_normalized_exact	2026-06-22	法学教育の四半世紀
clean_random	alo:book:isbn:9784502457418	9784502457418	032741249	NOBN_20230411_基礎からわかる「ビジネスと人権」の法務_01	1	0	title_normalized_exact	2026-06-22	基礎からわかる「ビジネスと人権」の法務
