content_id,title,publisher,isbn,pub_site,authors,release_date,n_templates,word,pdf,excel,dl_signal,dvd_signal,reader_url
94d9f1990487899ce5ef536b7f4e438767b91b8aebc7fb89a129ce5ffc69cdce,業種別ビジネス契約書作成マニュアル—実践的ノウハウと契約締結のポイント サンプル書式ダウンロード特典付—,日本加除出版,,https://www.kajo.co.jp/book/40610000001.html,"田島 正広, 足木 良太, 上沼 紫野, 浦部 明子, 笹川 豪介, 柴山 将一, 寺西 章悟",2015/12/03,77,77,0,0,1,0,https://library.bengo4.com/reader/?cid=94d9f1990487899ce5ef536b7f4e438767b91b8aebc7fb89a129ce5ffc69cdce&sort=default
6355490ed29c6c6468d192e90c6ba90f733c99e1da9fcf1dfaa6987b06865dde,事業者必携 入門図解 採用から退職まで 給与計算・賞与・退職手続きの法律と税金実務マニュアル,三修社,9784384049176,https://www.sanshusha.co.jp/np/isbn/9784384049176/,"林 智之, 武田 守",2023/06/30,76,11,65,0,0,0,https://library.bengo4.com/reader/?cid=6355490ed29c6c6468d192e90c6ba90f733c99e1da9fcf1dfaa6987b06865dde&sort=default
2e0e19edbefbc448a99609ab5fd260a4d66d8161d05ce7d403662c1379ddf667,すぐに役立つ これだけは知っておきたい！遺言書の書き方と生前贈与の法律と税金,三修社,9784384049404,https://www.sanshusha.co.jp/np/isbn/9784384049404/,"木島康夫, 武田守",2024/05/20,75,65,10,0,0,0,https://library.bengo4.com/reader/?cid=2e0e19edbefbc448a99609ab5fd260a4d66d8161d05ce7d403662c1379ddf667&sort=default
3d98caff7e815e1d0ca2116750d2776d578aca17f9c03473dc9577c2f52c6baa,若手弁護士・パラリーガル必携 委任状書式百選,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100198,第一東京弁護士会 若手会員委員会 委任状研究部会,2021/11/01,74,74,0,0,0,0,https://library.bengo4.com/reader/?cid=3d98caff7e815e1d0ca2116750d2776d578aca17f9c03473dc9577c2f52c6baa&sort=default
b550eafa99a1afc341f9173859c7a6bcd003e1ca38780f1ac7b86fbe596e5cd0,新・会社法実務問題シリーズ／９組織再編〈第３版〉,中央経済社,9784502411816,https://www.biz-book.jp/isbn/978-4-502-41181-6,"森・濱田松本法律事務所, 石綿学, 石井裕介, 小松岳志, 邉英基, 高谷知佐子, 戸嶋浩二, 金丸祐子, 藤田知也",2022/03/15,73,73,0,0,0,0,https://library.bengo4.com/reader/?cid=b550eafa99a1afc341f9173859c7a6bcd003e1ca38780f1ac7b86fbe596e5cd0&sort=default
1136de1352534810c9e5270a306c710aeb60c373ab0ab56900952f3682e9d96e,聴ける！実用法律書 改訂新版 事業者必携 障害福祉事業者のための障害福祉サービスと申請手続きマニュアル,三修社,9784384049749,https://www.sanshusha.co.jp/np/isbn/9784384049749/,若林美佳,2025/10/20,72,0,72,0,0,0,https://library.bengo4.com/reader/?cid=1136de1352534810c9e5270a306c710aeb60c373ab0ab56900952f3682e9d96e&sort=default
c534529f8a528cf3e3e070d103fbf127f76435959f40365777d996e712c375b2,新生活様式対応 就業規則等整備・運用のポイント,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100211,東京弁護士会 法友会,2022/02/01,72,72,0,0,0,0,https://library.bengo4.com/reader/?cid=c534529f8a528cf3e3e070d103fbf127f76435959f40365777d996e712c375b2&sort=default
2b67891895a43c45ddfc35e35b8425ab8c7f6808875ab9b1d3fe46f5bc348857,外国人事件ビギナーズver.2,現代人文社,9784877987619,http://www.genjin.jp/book/b530092.html,外国人ローヤリングネットワーク,2020/09/25,71,49,22,0,0,0,https://library.bengo4.com/reader/?cid=2b67891895a43c45ddfc35e35b8425ab8c7f6808875ab9b1d3fe46f5bc348857&sort=default
10fdd6fb5a6052fd20ed39c448f3761e6738a37bd3de92dde21bb1305ee922d9,"第3版 Q&A 遺言・信託・任意後見の実務 公正証書作成から税金,遺言執行,遺産分割まで",日本加除出版,,https://www.kajo.co.jp/book/40471000003.html,"雨宮 則夫, 寺尾 洋",2018/08/27,70,70,0,0,0,0,https://library.bengo4.com/reader/?cid=10fdd6fb5a6052fd20ed39c448f3761e6738a37bd3de92dde21bb1305ee922d9&sort=default
20fb91a1b312ef57ae397f52adb494c43051ca63771728b857da53a18499f89e,事業者必携 知っておきたい 建設業事業者のための法律【労務・安全衛生・社会保険】と実務書式,三修社,9784384049367,https://www.sanshusha.co.jp/np/isbn/9784384049367/,林 智之,2024/03/20,69,1,68,0,0,0,https://library.bengo4.com/reader/?cid=20fb91a1b312ef57ae397f52adb494c43051ca63771728b857da53a18499f89e&sort=default
7c960d1f8e722d2ec3bbeb7a9f7c3a7ee9f1c6c8bf5c04a2ccac5013bfd6908d,Ｑ＆Ａ 賃金トラブル予防・対応の実務と書式,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100133,"町田悠生子, 亀田康次, 師子角允彬, 宮島朝子, 青山雄一, 塚本健夫, 石井林太郎, 鈴木佑脩",2020/07/02,67,67,0,0,0,0,https://library.bengo4.com/reader/?cid=7c960d1f8e722d2ec3bbeb7a9f7c3a7ee9f1c6c8bf5c04a2ccac5013bfd6908d&sort=default
452a30206c8bca9d2f45d2953769db810544d3c2e4c39b185bbafde9f131a690,Ｑ＆Ａ 労働時間・休日・休暇・休業トラブル予防・対応の実務と書式,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100132,"瓦林道広, 中山達夫, 片岡邦弘, 田島潤一郎, 池邊祐子, 平田健二, 飯島潤, 澤木謙太郎, 中野大地",2020/07/02,66,66,0,0,0,0,https://library.bengo4.com/reader/?cid=452a30206c8bca9d2f45d2953769db810544d3c2e4c39b185bbafde9f131a690&sort=default
2c5e2fa7d48842e96acc64828e301a96ec2e26690707ea415e57259681b8bf4c,少年事件ビギナーズver.2.1,現代人文社,9784877988449,http://www.genjin.jp/book/b634879.html,,2023/10/10,64,64,0,0,0,0,https://library.bengo4.com/reader/?cid=2c5e2fa7d48842e96acc64828e301a96ec2e26690707ea415e57259681b8bf4c&sort=default
ffffabc1460e8ec4c4ec31cfab63ae5b0435b935c8ec645a2279a5b8caad043e,今日から実践！ アパート・マンション明渡し・滞納家賃回収等の実務,日本加除出版,,https://www.kajo.co.jp/c/book/06/0605/40905000001,山北 英仁,2022/01/01,62,55,7,0,0,0,https://library.bengo4.com/reader/?cid=ffffabc1460e8ec4c4ec31cfab63ae5b0435b935c8ec645a2279a5b8caad043e&sort=default
18e60e157150708556d90505399e904976a21f25da75becd760f7dc6a9397fa8,個別労働トラブルにおける 和解のポイントと条項例,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100145,"軽部龍太郎, 豊島國史, 近藤圭介",2020/10/26,62,62,0,0,0,0,https://library.bengo4.com/reader/?cid=18e60e157150708556d90505399e904976a21f25da75becd760f7dc6a9397fa8&sort=default
47712bc2a4676ae1b4487c6660bb4b0edd97e95412fad059040bc22fcced5f83,最新 企業実務に即したモデル社内規程と運用ポイント  人事労務の現場実務に精通した精鋭の社労士が解説！,労働新聞社,9784897615981,https://www.rodo.co.jp/book/9784897615981/,社労士就業規則実践研究会,2016/04/21,58,58,0,0,0,0,https://library.bengo4.com/reader/?cid=47712bc2a4676ae1b4487c6660bb4b0edd97e95412fad059040bc22fcced5f83&sort=default
0d9c91207bd0cb8c45a40fa1cb95cc2eaa279c8c073c51ae344008a1caf917a2,第2版 インターネット削除請求・発信者情報開示請求の実務と書式,日本加除出版,,https://www.kajo.co.jp/c/book/06/0603/40872000002,神田 知宏,2023/09/01,56,56,0,0,0,0,https://library.bengo4.com/reader/?cid=0d9c91207bd0cb8c45a40fa1cb95cc2eaa279c8c073c51ae344008a1caf917a2&sort=default
0e261f1d7b98300d64add449320cfde699c2cfdea7d9857b4cec827ea97227af,図解 事業承継の実務ポイント,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100194,"浅野洋, 西良平, 浅野充昌, 妹尾明宏",2021/10/26,56,0,56,0,0,0,https://library.bengo4.com/reader/?cid=0e261f1d7b98300d64add449320cfde699c2cfdea7d9857b4cec827ea97227af&sort=default
ad7b12b5b276f7173625485aa44aa8370939cc1ef7bb42ae5d3ca236bcd8e7e7,すぐに役立つ 入門図解 知っておきたい 障害年金・遺族年金受給のためのしくみと手続き,三修社,9784384049541,https://www.sanshusha.co.jp/np/isbn/9784384049541/,林 智之,2024/12/20,55,0,55,0,0,0,https://library.bengo4.com/reader/?cid=ad7b12b5b276f7173625485aa44aa8370939cc1ef7bb42ae5d3ca236bcd8e7e7&sort=default
9ce09e1a634bed53ade5038a85c02d5bbd2fe93920aba17db57321e2727d0cf2,クロスボーダーＭ＆Ａの契約実務,中央経済社,9784502372711,https://www.biz-book.jp/isbn/978-4-502-37271-1,森幹晴,2021/03/22,55,55,0,0,0,0,https://library.bengo4.com/reader/?cid=9ce09e1a634bed53ade5038a85c02d5bbd2fe93920aba17db57321e2727d0cf2&sort=default
1e316eb1f4467eecef77bafdd60479c0b6d683701223bef8990ae4fd2bd7deb8,事業者必携 入門図解 介護施設の法律問題・施設管理と介護サービス申請手続き,三修社,9784384049121,https://www.sanshusha.co.jp/np/isbn/9784384049121/,若林 美佳,2023/03/30,54,0,54,0,0,0,https://library.bengo4.com/reader/?cid=1e316eb1f4467eecef77bafdd60479c0b6d683701223bef8990ae4fd2bd7deb8&sort=default
8d5c78550bcb2ce7367b03dffba1bd702d7b16e2ad3185cdfa94d3a3bf92434e,テーマ別 ヘルスケア事業の法律実務,中央経済社,9784502465116,https://www.biz-book.jp/isbn/978-4-502-46511-6,"田中宏岳, 古庄俊哉, 小山隆史, 廣瀬崇史, 小森悠吾, 吉村幸祐, 山田真吾, 黒田佑輝",2023/07/28,52,52,0,0,0,0,https://library.bengo4.com/reader/?cid=8d5c78550bcb2ce7367b03dffba1bd702d7b16e2ad3185cdfa94d3a3bf92434e&sort=default
2c8822227be94fbef697e90f0347197c1fe09d79de786b926c6e300ebc4d677e,すぐに役立つ 入門図解 最新 家事事件手続法のしくみと手続き 実践書式50,三修社,9784384049220,https://www.sanshusha.co.jp/np/isbn/9784384049220/,"森 公任, 森元 みのり",2023/08/30,51,0,51,0,0,0,https://library.bengo4.com/reader/?cid=2c8822227be94fbef697e90f0347197c1fe09d79de786b926c6e300ebc4d677e&sort=default
1706e260aa90c159350c8fac89044b379e3fdf5970202ae2579e8a72dfbc076a,ヒアリングシートを活用した 遺産分割相談 聴取事項のチェックポイント,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100181,濱口博史,2021/09/01,51,9,0,42,0,0,https://library.bengo4.com/reader/?cid=1706e260aa90c159350c8fac89044b379e3fdf5970202ae2579e8a72dfbc076a&sort=default
f55afab07318db3ae000c5f80634e4d899318d64ece225938f6e362b8e633bcc,実務解説 中小企業の株主総会,新日本法規出版,,https://www.sn-hoki.co.jp/shop/item/5100119,"東京八丁堀法律事務所, 中山雄太郎, 工藤洋治, 野田学, 石井達也, 白石紘一, 中村明奈, 土田悠太, 松村拓紀, 佐藤菜都季",2020/04/09,51,45,6,0,0,0,https://library.bengo4.com/reader/?cid=f55afab07318db3ae000c5f80634e4d899318d64ece225938f6e362b8e633bcc&sort=default
fd49543d23b1986468acbc2d8f0c85d582da6c8d373f6b87a9fb2038f21be216,すぐに役立つ 入門図解 特許・商標の法律と出願・申請手続き,三修社,9784384049442,https://www.sanshusha.co.jp/np/isbn/9784384049442/,渡辺弘司,2024/07/20,49,49,0,0,0,0,https://library.bengo4.com/reader/?cid=fd49543d23b1986468acbc2d8f0c85d582da6c8d373f6b87a9fb2038f21be216&sort=default
1a5cdc9fcb5aa7a5c6c36a0dfa7d1ff00c7cb269a0a8aa003bf123e34de92da1,事業者必携 入門図解 法人税・消費税のしくみと申告書の書き方,三修社,9784384049473,https://www.sanshusha.co.jp/np/isbn/9784384049473/,武田守,2024/09/20,47,0,47,0,0,0,https://library.bengo4.com/reader/?cid=1a5cdc9fcb5aa7a5c6c36a0dfa7d1ff00c7cb269a0a8aa003bf123e34de92da1&sort=default
9c19c4bee8cb4060decc93d5579da917f7f6e4a02cc5db153974bec01299e9e0,新・会社法実務問題シリーズ／8 会社の計算〈第3版〉,中央経済社,9784502444517,https://www.biz-book.jp/isbn/978-4-502-44451-7,"森・濱田松本法律事務所, 金丸和弘, 藤津康彦, 金丸由美",2022/11/11,45,45,0,0,0,0,https://library.bengo4.com/reader/?cid=9c19c4bee8cb4060decc93d5579da917f7f6e4a02cc5db153974bec01299e9e0&sort=default
df68c007306fc70543d6443e90c1abc762bee74ff3ae9b46888078f8a6d66b17,聴ける！実用法律書 事業者必携 請負・派遣・有料職業紹介事業の法律と手続き,三修社,9784384049701,https://www.sanshusha.co.jp/np/isbn/9784384049701/,林智之,2025/08/20,42,6,36,0,0,0,https://library.bengo4.com/reader/?cid=df68c007306fc70543d6443e90c1abc762bee74ff3ae9b46888078f8a6d66b17&sort=default
cb130951d1a2bbfedeceb086a7a19acf5d236d376249acbfe27076b603e15832,書式 成年後見の実務〔第3版〕,民事法研究会,9784865562569,http://www.minjiho.com/shopdetail/000000001066,坂野征四郎,2019/03/22,42,1,41,0,0,0,https://library.bengo4.com/reader/?cid=cb130951d1a2bbfedeceb086a7a19acf5d236d376249acbfe27076b603e15832&sort=default
8f3a364bfeb288037f74f952a844b1290cf91d11f56e8ae9dd69f7b3001da6cb,事業者必携 入門図解 最新 就業規則の作り方と社内規程サンプル集,三修社,9784384049190,https://www.sanshusha.co.jp/np/isbn/9784384049190/,小島 彰,2023/07/30,41,37,4,0,0,0,https://library.bengo4.com/reader/?cid=8f3a364bfeb288037f74f952a844b1290cf91d11f56e8ae9dd69f7b3001da6cb&sort=default
39ae3247d4c89f2d7c78b5af7e26a8cf2a6692f51dafdc26de5ac1e71b494f44,すぐに役立つ 入門図解 三訂版 仮差押・仮処分の法律と手続き,三修社,9784384049114,https://www.sanshusha.co.jp/np/isbn/9784384049114/,"森 公任, 森元 みのり",2023/03/30,41,33,8,0,0,0,https://library.bengo4.com/reader/?cid=39ae3247d4c89f2d7c78b5af7e26a8cf2a6692f51dafdc26de5ac1e71b494f44&sort=default
c7c5d8ae5d95a7ec16a6746465c6485b838e77e59018d09462b90e93c0d3d4b1,事業者必携 入門図解 2024年問題に対応！労働時間・休日・休暇・休業の法律と手続き,三修社,9784384049343,https://www.sanshusha.co.jp/np/isbn/9784384049343/,小島 彰,2024/02/29,40,4,36,0,0,0,https://library.bengo4.com/reader/?cid=c7c5d8ae5d95a7ec16a6746465c6485b838e77e59018d09462b90e93c0d3d4b1&sort=default
39e39670aec668af09862b424303226611d1457c5556bf23bf9ec6044496f3a6,障害者弁護ビギナーズ,現代人文社,9784877987763,http://www.genjin.jp/book/b564163.html,一般社団法人東京TSネット,2021/03/20,40,20,20,0,0,0,https://library.bengo4.com/reader/?cid=39e39670aec668af09862b424303226611d1457c5556bf23bf9ec6044496f3a6&sort=default
21cbbb7e344f576ac9886d9a3e7b7b7ef1879c19bc646c30a02a639bcc561673,聴ける！実用法律書 改訂新版 図解で早わかり 最新 労働安全衛生法の基本と実務がわかる事典,三修社,9784384049770,https://www.sanshusha.co.jp/np/isbn/9784384049770/,近藤美穂,2025/12/20,39,1,38,0,0,0,https://library.bengo4.com/reader/?cid=21cbbb7e344f576ac9886d9a3e7b7b7ef1879c19bc646c30a02a639bcc561673&sort=default
7eb00afb4f8f16fde370aae794a26540d077557ad5ee5fb3880e587537438f11,図解で早わかり 三訂版 労働安全衛生法のしくみ,三修社,9784384049572,https://www.sanshusha.co.jp/np/isbn/9784384049572/,林智之,2025/02/20,39,0,39,0,0,0,https://library.bengo4.com/reader/?cid=7eb00afb4f8f16fde370aae794a26540d077557ad5ee5fb3880e587537438f11&sort=default
91380844e40a975a7eb215b9b0b6316401240b4d82fa98988b4270d498b55cfa,Q&A限定承認・相続放棄の実務と書式,民事法研究会,9784865562408,http://www.minjiho.com/shopdetail/000000001034,相続実務研究会,2018/10/01,39,20,19,0,0,0,https://library.bengo4.com/reader/?cid=91380844e40a975a7eb215b9b0b6316401240b4d82fa98988b4270d498b55cfa&sort=default
d149df85c785793e5da9ef400e2ddb5b8b86c0ee6e8b0880b66f3a564665470e,事例でわかる 任意後見の実務,日本加除出版,,https://www.kajo.co.jp/c/book/05/0502/40868000001,勝 猛一,2021/06/01,37,37,0,0,0,0,https://library.bengo4.com/reader/?cid=d149df85c785793e5da9ef400e2ddb5b8b86c0ee6e8b0880b66f3a564665470e&sort=default
dc5561b02ece2abee98d8cdd65fd8066872397fb5b9f5f2d6fc0b5e6017cba6c,訴訟リスクを劇的にダウンさせる就業規則の考え方、作り方。  ～多くの負け裁判分析を基にした規程・運用例を収載～,労働新聞社,9784897615653,https://www.rodo.co.jp/book/9784897615653/,"堀下 和紀, 穴井 隆二, 渡邉 直貴, 兵頭 尚",2015/06/22,37,37,0,0,0,0,https://library.bengo4.com/reader/?cid=dc5561b02ece2abee98d8cdd65fd8066872397fb5b9f5f2d6fc0b5e6017cba6c&sort=default
