journal_canonical,article_count,key_type,key_value,status,source,note
労働判例,1318,issn,0387-1878,seed_verified,seed:head_verified,労働判例ジャーナル(別誌)と区別
法令解説資料総覧,1303,issn,0387-3617,seed_verified,seed:head_verified,第一法規
法学協会雑誌,1299,issn,0022-6815,seed_verified,seed:head_verified,評釈4位。東大法学部紀要
月刊民事法情報,1248,issn,0914-417X,seed_verified,seed:head_verified,民事法情報センター(1993廃刊)
登記インターネット,1201,ncid,AA11407650,seed_ncid_fallback,seed:head_verified,民事法情報センター(2010終刊)。登記研究とは別
法と民主主義,1198,issn,0385-034X,seed_verified,seed:head_verified,日本民主法律家協会
会社法務A2Z,1196,issn,1882-059X,seed_verified,seed:head_verified,第一法規
JICPAジャーナル,1185,issn,0915-2857,seed_verified,seed:head_verified,会計監査ジャーナルへ改題前。日本公認会計士協会
民事月報,1177,ncid,AN00327733,seed_ncid_fallback,seed:head_verified,法務省民事局。公開ISSN確認できず
労働経済判例速報,1146,ncid,AN00327835,seed_correction,seed:head_verified,旧seedで誤付与是正済(registry)。ISSN無→NCID
立命館法学,1135,issn,0483-1330,issn_batch_confirmed,seed:head_verified,立命館大学法学会(NCID AN00250209)。print。online=2434-1975
賃金と社会保障,1093,issn,0911-4718,seed_verified,seed:head_verified,旬報社
季刊事業再生と債権管理,1070,issn,1348-8953,seed_verified,seed:head_verified,金融財政事情研究会
法学新報(中央大学),1070,issn,0009-6296,issn_batch_confirmed,seed:head_verified,中央大学法学会(NCID AN00224650)
月刊登記先例解説集,1062,ncid,AN00328066,seed_ncid_fallback,seed:head_verified,テイハン(1996終刊)。公開ISSN無
損害保険研究,1035,issn,0287-6337,seed_verified,seed:head_verified,print(online 2434-060X)
早稲田法学,1023,issn,0389-0546,issn_batch_confirmed,seed:head_verified,早稲田大学法学会(NCID AN00259112)。≠早稲田法学会誌
実践成年後見,988,issn,1347-0108,seed_verified,seed:head_verified,民事法研究会
地方自治,970,issn,0287-8534,seed_verified,seed:head_verified,ぎょうせい(判例地方自治とは別)
憲法判例百選,953,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
名古屋大学法政論集,943,issn,0439-5905,issn_batch_confirmed,seed:head_verified,名古屋大学(NCID AN00180624)。print。online=2758-3856
日本労働法学会誌,928,issn,0386-0639,seed_verified,seed:head_verified,法律文化社。号ごとISBN併存
ケース研究,917,issn,0287-4296,seed_verified,seed:head_verified,家庭事件研究会/日本調停協会連合会
早稲田大学大学院法研論集,908,issn,0285-9378,issn_batch_confirmed,issn_batch_20260622,ndl_name=早稲田大学大学院法研論集 = The Graduate School law review evidence=77 1999→2025
判例時報,900,issn,0438-5888,seed_verified,seed:head_verified,
同志社法学,892,issn,0387-7612,issn_batch_confirmed,seed:head_verified,同志社法学会(NCID AN00165970)
行政判例百選,867,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
阪大法学,866,issn,0438-4997,issn_batch_confirmed,seed:head_verified,大阪大学法学会(NCID AN00206353)
最高裁判所判例解説――民事篇<平成,851,isbn_per_issue,,seed_isbn_per_issue,seed:ndl_isbn_index,書籍シリーズ。号(年度版)別ISBN→saikosai_isbn_map.csv。発行所=法曹会。昭和期はISBN未収録
北大法学論集,833,issn,0385-5953,issn_batch_confirmed,seed:head_verified,北海道大学(NCID AN00227353)
法令ニュース,762,issn,0286-1054,issn_batch_confirmed,issn_batch_20260622,ndl_name=法令ニュース evidence=78 1996→2001
法律論叢,727,issn,0389-5947,issn_batch_confirmed,seed:head_verified,明治大学法律研究所(NCID AN00227047)
法政研究,704,issn,0387-2882,issn_batch_confirmed,seed:head_verified,九州大学法政学会(NCID AN00225744)。≠法政論集(名大)
警察学論集,694,issn,0287-6345,seed_verified,seed:head_verified,旧字警察學論集はalias
月刊債権管理,682,ncid,AN10034403,cinii_books_confirmed,cinii_books_20260627,CiNii Books: 『債権管理:月刊民事法情報号外』(民事法情報センター) NCID=AN10034403。旧誤マージ ISSN 1348-8953(季刊事業再生と債権管理)を破棄。direct通巻接合。
研修,649,ncid,AN00327540,seed_ncid_fallback,seed:head_verified,誌友会(法務総合研究所系)。公開ISSN無
判例研究,640,issn,,collision_split,seed:article_meta_auto,ORCH-L4: 金融判例研究(金融法務事情所収)等の機関混在のため触らず orphan受容。isbn_per_issue化すると誤マージのため collision_split に再分類(joinせず)。
関西大学法学論集,624,issn,0437-648X,issn_batch_confirmed,seed:head_verified,関西大学法学会(NCID AN00047180)
法学(東北大学),616,issn,0385-5082,seed_override,seed:head_verified,東北大学法学会(NCID AN00224402)。≠東北法学/東北ローレビュー
労働判例百選<第,592,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
名城法学,590,issn,0461-6898,issn_batch_confirmed,seed:head_verified,名城大学法学会
龍谷法学,587,issn,0286-4258,issn_batch_confirmed,seed:head_verified,龍谷大学法学会
日本法学(日本大学),583,issn,0287-4601,issn_batch_confirmed,seed:head_verified,日本大学法学会(NCID AN00197718)
租税判例百選<第,575,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
法の支配,575,issn,0439-2892,seed_verified,seed:head_verified,日本法律家協会
週刊法律新聞,564,ncid,AN10042106,seed_ncid_fallback,seed:head_verified,法律新聞社(2020終刊)。公開ISSN無
民事訴訟法判例百選<第,555,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
労働法令通信,524,ncid,AN00327799,seed_ncid_fallback,seed:head_verified,労働法令協会。公開ISSN無
産大法学(京都産業大学),524,issn,0286-3782,issn_batch_confirmed,seed:head_verified,京都産業大学法学会(NCID AN00099344)
法学論叢(京都大学),524,issn,0387-2866,issn_batch_confirmed,seed:head_verified,京都大学法学会。←税経通信に誤付与されていた番号の真の持ち主
白門,520,issn,1342-3304,issn_batch_confirmed,issn_batch_20260622,ndl_name=白門国文 / 中央大学国文学会 編 evidence=1 1999→1999
税法学,519,issn,0494-8262,issn_batch_confirmed,seed:head_verified,日本税法学会/清文社(NCID AN00129784)
広島法学(広島大学),507,issn,0386-5010,issn_batch_confirmed,seed:head_verified,広島大学法学会。≠広島法科大学院論集(1880-1897)
パテント,501,issn,0287-4954,seed_verified,seed:head_verified,日本弁理士会(別冊パテント2436-5858は別)
現代法律実務の諸問題<平成,493,isbn_per_issue,,seed_isbn_per_issue,seed:article_meta_confirmed,日弁連研修叢書『現代法律実務の諸問題』(第一法規)の年度別書籍シリーズ。掲載誌等「所収p」形式で確認。ISSN無し。
判例セレクト,486,ncid,AA1115468X,seed_ncid_fallback,seed:head_verified,法学教室別冊付録(法学教室本体0389-2220とは別id)
家庭裁判月報,471,issn,0451-5234,seed_verified,seed:head_verified,最高裁(終刊)
倒産判例百選<第,456,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
神戸学院法学,445,issn,0386-2046,issn_batch_confirmed,seed:head_verified,神戸学院大学法学会(NCID AN00085190)。≠神戸法学雑誌
大阪市立大学法学雑誌,441,issn,0441-0351,issn_batch_confirmed,seed:head_verified,大阪市立大学法学会(NCID AN00029724)。i-repositoryで0441-0351確認
手形小切手判例百選<第,427,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
民事訴訟雑誌,406,issn,0075-4188,seed_verified,seed:head_verified,日本民事訴訟法学会/法律文化社
東洋法学,406,issn,0564-0245,issn_batch_confirmed,seed:head_verified,東洋大学法学会(NCID AN00171033)
労働運動,398,issn,0289-6443,issn_batch_confirmed,issn_batch_20260622,ndl_name=国際労働運動 evidence=1 1997→1997
捜査研究,398,issn,0286-8490,seed_verified,seed:head_verified,東京法令出版
福岡大学法学論叢,386,issn,0429-8411,issn_batch_confirmed,seed:head_verified,福岡大学(NCID AN00216550)
LIBRA,385,issn,1341-9498,seed_verified,seed:head_verified,東京弁護士会会報
知財管理,369,issn,1340-847X,seed_verified,seed:head_verified,日本知的財産協会
西南学院大学法学論集,368,issn,0286-3286,issn_batch_confirmed,issn_batch_20260622,ndl_name=西南学院大学法学論集 evidence=78 1968→2022
民事法研究,367,issn,0438-5896,seed_bessatsu_jurist,seed:article_meta_confirmed,季刊・民事法研究(判例タイムズ社)。판例タイムズ507号〜656号の増刊号シリーズ(Vol.4〜21)。判例タイムズ本誌(ISSN 0438-5896)と同一ISSN。
発明,364,issn,0385-7115,seed_verified,seed:cinii_ndl_confirmed,発明推進協会(月刊発明)。CiNii NCID:AN00354736
南山法学,362,issn,0387-1592,issn_batch_confirmed,seed:head_verified,南山大学法学会(NCID AN00181900)
法律科学研究所年報,360,issn,2185-2278,seed_verified,seed:ndl_confirmed,明治学院大学法律科学研究所年報。NDLサーチ確認済
上智法学論集,356,issn,0447-7588,issn_batch_confirmed,seed:head_verified,上智大学法学会(NCID AN00115768)
北海学園大学法学研究,356,issn,0385-7255,issn_batch_confirmed,issn_batch_20260622,ndl_name=北海学園大学法学研究 = The Hokkai-Gakuen law journal evidence=73 1970→2024
独協法学,355,issn,0389-9942,seed_verified,seed:cinii_confirmed,獨協大学 独協法学。CiNii AN00174199
岡山大学法学会雑誌,354,issn,0386-3050,issn_batch_confirmed,issn_batch_20260622,ndl_name=岡山大学法学会雑誌 / 岡山大学法学会 編 evidence=74 1970→2025
労働経済旬報,352,issn,1342-5242,issn_batch_confirmed,issn_batch_20260622,ndl_name=労働経済旬報 evidence=80 1950→2000
独禁法審決・判例百選<第,351,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
大阪弁護士会,344,ncid,AN10522258,ndl_unique,ndl_sru:confirmed,月刊大阪弁護士会(大阪弁護士会)。NDL: NCID AN10522258(大阪弁護士会月報=同誌改題前)。
会社法判例百選<第,342,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
季刊実務民事法,342,issn,0288-5107,seed_verified,seed:head_verified,日本評論社
法学志林(法政大学),342,issn,0387-2874,issn_batch_confirmed,issn_batch_20260622,ndl_name=法學志林 = Review of law and political sciences evidence=78 1949→2025
法学政治学論究(慶応義塾大学),337,issn,0916-278X,seed_verified,seed:ndl_overlay_suffix,慶應義塾大学 法学政治学論究。ndl_overlay suffix-match
Law & Technology,335,issn,1346-812X,seed_verified,seed:head_verified,law&technology(民事法研究会)の表記ゆれ=同一誌
専修法学論集,334,issn,0386-5800,issn_batch_confirmed,issn_batch_20260622,ndl_name=専修法学論集 evidence=80 1969→2026
貿易と関税,333,issn,0406-4984,seed_verified,seed:head_verified,日本関税協会
地方自治職員研修,331,issn,1341-3929,issn_batch_confirmed,issn_batch_20260622,ndl_name=地方自治職員研修 evidence=79 1996→2016
青山法学論集,331,issn,0518-1208,issn_batch_confirmed,seed:head_verified,青山学院大学法学会(NCID AN00009024)。衝突した法学論集(駒沢)とは別
商法(総則・商行為)判例百選<第,328,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
警察時報,328,ncid,AN00327438,seed_ncid_fallback,seed:head_verified,警察時報社(2012終刊)。公開ISSN無
家族法判例百選<第,323,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
最高裁判所判例解説――民事篇<昭和,322,isbn_per_issue,,seed_isbn_per_issue,seed:ndl_isbn_index,書籍シリーズ。号(年度版)別ISBN→saikosai_isbn_map.csv。発行所=法曹会。昭和期はISBN未収録
亜細亜法学,321,issn,0388-6611,issn_batch_confirmed,issn_batch_20260622,ndl_name=亜細亜法学 / 亜細亜大学法学研究所 編 evidence=80 1966→2021
月刊消費者,317,issn,0288-8122,issn_batch_confirmed,issn_batch_20260622,ndl_name=月刊消費者信用 = The consumer credit monthly evidence=44 1996→2025
判例セレクト’,316,issn,0389-2220,seed_bessatsu_jurist,seed:article_meta_confirmed,判例セレクト(有斐閣・月刊法学教室別冊付録)。法学教室(ISSN 0389-2220)同一ISSN。U+2019アポストロフィあり別canonical。
コピライト,310,issn,0912-9782,seed_verified,seed:head_verified,著作権情報センター
新聞研究,309,issn,0288-0652,issn_batch_confirmed,issn_batch_20260622,ndl_name=新聞研究 / 日本新聞協会 [編] evidence=74 1951→2025
TKC税研情報,307,issn,1347-1643,seed_verified,seed:head_verified,TKC税務研究所
慶応法学,304,issn,1880-0750,seed_verified,seed:ndl_overlay_suffix,慶應義塾大学法科大学院 慶應法学。ndl_overlay suffix-match
論究ジュリスト,302,issn,2187-1302,issn_batch_confirmed,issn_batch_20260622,ndl_name=論究ジュリスト = Quarterly jurist evidence=46 2012→2022
医療判例解説,297,ncid,AA12556474,ndl_unique,ndl_sru:cinii_crid,医療判例解説(医事法令社)。CiNii crid経由NCID=AA12556474。
法政理論,297,issn,0286-1577,issn_batch_confirmed,issn_batch_20260622,ndl_name=法政理論 / 新潟大学法学会 編 evidence=75 1972→2026
島大法学,289,issn,0583-0362,issn_batch_confirmed,issn_batch_20260622,ndl_name=島大法学 evidence=79 1971→2026
愛知大学法学部法経論集,281,issn,0916-5673,issn_batch_confirmed,issn_batch_20260622,ndl_name=愛知大学法学部法経論集 evidence=80 1997→2014
経営法務,280,issn,0388-3809,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認。にじゅういち出版。単一機関誌。
社会保障判例百選<第,279,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
愛知学院大学論叢(法学研究),276,issn,0439-3252,issn_batch_confirmed,issn_batch_20260622,ndl_name=愛知学院大学論叢. 法學研究 evidence=74 1958→2026
一橋法学,273,issn,1347-0388,issn_batch_confirmed,issn_batch_20260622,ndl_name=一橋法学 / 「一橋法学」編集委員会 編 evidence=79 2002→2025
神戸法学雑誌(神戸大学),272,issn,0452-2400,issn_batch_confirmed,issn_batch_20260622,ndl_name=神戸法学雑誌 = Kobe law journal evidence=74 1951→2022
大学院研究年報(法学研究科篇)(中央大学),272,ncid,AN00135903,ndl_unique,ndl_sru:confirmed,大学院研究年報（法学研究科篇）（中央大学）。NDL SRU: NCID AN00135903。
公法研究,262,issn,0286-2492,issn_batch_confirmed,issn_batch_20260622,ndl_name=早稲田政治公法研究 = The Waseda study of politics and public law / 早稲田大学大学院政治学研究科 編 evidence=49 1996→2011
宗教法,259,issn,0288-6820,seed_verified,seed:head_verified,宗教法学会
日本労働協会雑誌,255,issn,0029-0378,seed_verified,seed:head_verified,日本労働研究雑誌(0916-3808)の前身
香川法学,255,issn,0286-9705,issn_batch_confirmed,issn_batch_20260622,ndl_name=香川法学 = Kagawa law review / 香川大学法学会 編 evidence=77 1982→2025
東京大学大学院法学政治学研究科専修コース研究年報,254,ncid,AN10438537,ndl_unique,ndl_sru:confirmed,東京大学大学院法学政治学研究科専修コース研究年報。NDL SRU: NCID AN10438537。
創価法学,253,issn,0388-3019,issn_batch_confirmed,issn_batch_20260622,ndl_name=創価法学 = The Soka law review evidence=79 1976→2019
金沢法学,251,issn,0451-324X,issn_batch_confirmed,issn_batch_20260622,ndl_name=金沢法学 evidence=72 1955→2024
家庭の法と裁判,250,issn,2189-1702,seed_verified,seed:head_verified,
千葉大学法学論集,250,issn,0912-7208,issn_batch_confirmed,issn_batch_20260622,ndl_name=千葉大学法学論集 = Chiba journal of law and politics / 千葉大学法学会 編 evidence=73 1991→2026
熊本法学,245,issn,0452-8204,issn_batch_confirmed,issn_batch_20260622,ndl_name=熊本法学 = Kumamoto law review evidence=79 1964→2026
法学研究論集(明治大学),244,issn,1340-9131,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認。明治大学大学院法学研究科。単一機関誌。
日本の科学者,237,issn,0029-0335,issn_batch_confirmed,issn_batch_20260622,ndl_name=日本の科学者 = Journal of Japanese scientists / 日本科学者会議 編 evidence=76 1966→2026
修道法学(広島修道大学),231,issn,0386-6467,seed_verified,seed:ndl_overlay_suffix,広島修道大学 修道法学。ndl_overlay suffix-match
国際私法判例百選<第,229,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
立教法学,225,issn,0485-1250,issn_batch_confirmed,issn_batch_20260622,ndl_name=立教法学 = St. Paul's review of law and politics / 立教法学会 編 evidence=72 1964→2026
日税研論集,217,issn,0912-9685,issn_batch_confirmed,issn_batch_20260622,ndl_name=日税研論集 / 日本税務研究センター 編 evidence=67 1996→2025
成蹊法学,216,issn,0388-8827,issn_batch_confirmed,issn_batch_20260622,"ndl_name=成蹊法学 = The journal of law, political science and humanities / 成蹊大学法学会 編 evidence=78 1969→2026"
日本不動産学会誌,215,issn,0911-3576,issn_batch_confirmed,issn_batch_20260622,ndl_name=日本不動産学会誌 = The Japanese journal of real estate sciences / 日本不動産学会出版編集委員会 編 evidence=75 1985→2025
交通事故判例百選<第,214,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
白鴎法学,213,issn,1348-8473,issn_batch_confirmed,issn_batch_20260622,ndl_name=白鴎法学 evidence=80 1994→2025
神奈川法学,209,issn,0453-185X,issn_batch_confirmed,issn_batch_20260622,ndl_name=神奈川法学 evidence=74 1965→2026
民事執行・保全判例百選<第,208,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
琉大法学,206,issn,0485-7763,issn_batch_confirmed,issn_batch_20260622,"ndl_name=琉大法學 / 琉球大学人文社会学部, 琉球大学大学院法務研究科 編 evidence=79 1972→2025"
法政論集,205,issn,0439-5905,issn_batch_confirmed,issn_batch_20260622,"ndl_name=名古屋大学法政論集 = Nagoya University, journal of law and politics / 名古屋大学大学院法学研究科 編 evidence=41 1955→2019"
佐賀大学経済論集,202,issn,0286-7230,issn_batch_confirmed,issn_batch_20260622,ndl_name=佐賀大学経済論集 / 佐賀大学経済学会 evidence=80 1977→2010
大阪経大論集,200,issn,0474-7909,issn_batch_confirmed,issn_batch_20260622,ndl_name=大阪経大論集 = Journal of Osaka University of Economics / 大阪経大学会 編 evidence=80 1954→2015
成城法学,200,issn,0386-5711,issn_batch_confirmed,issn_batch_20260622,ndl_name=成城法学 = Seijo law review / 成城大学法学会 編 evidence=58 1979→2024
民事訴訟法判例百選,197,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
一橋論叢,196,issn,0018-2818,issn_batch_confirmed,issn_batch_20260622,ndl_name=一橋論叢 = The Hitotsubashi review / 一橋大学一橋学会一橋論叢編集所 編 evidence=80 1938→2005
近畿大学法学,195,issn,0916-4537,issn_batch_confirmed,issn_batch_20260622,ndl_name=近畿大学法学 = Kindai University law review / 近畿大学法学会 編 evidence=64 1954→2026
富大経済論集,194,issn,0286-3642,issn_batch_confirmed,issn_batch_20260622,"ndl_name=富大経済論集 = The journal of economic studies, University of Toyama : 富山大学紀要 / 編集委員会 編 evidence=78 1950→2025"
中京法学,189,issn,0286-2654,issn_batch_confirmed,issn_batch_20260622,ndl_name=中京法学 = Chukyo law review evidence=78 1966→2022
刑事弁護,188,ncid,AN10468265,ndl_unique,ndl_sru:confirmed,季刊刑事弁護(現代人文社)。NDL SRU: NCID AN10468265。
駿河台法学,188,issn,0914-9112,issn_batch_confirmed,issn_batch_20260622,ndl_name=駿河台法学 = Surugadai journal of law and politics / 駿河台法学編集委員会 編 evidence=42 1988→2026
日仏法学,187,issn,0286-7281,issn_batch_confirmed,issn_batch_20260622,ndl_name=日仏法学 / 日仏法学会 編 evidence=71 1973→2025
都市問題研究,184,issn,0387-3390,issn_batch_confirmed,issn_batch_20260622,ndl_name=都市問題研究 = Journal of municipal problems / 大阪市政策企画室企画部総合計画担当 編 evidence=76 1949→2009
愛媛法学会雑誌,183,issn,0389-8571,issn_batch_confirmed,issn_batch_20260622,ndl_name=愛媛法学会雑誌 = Ehime law journal / 愛媛大学法学会編集委員会 編 evidence=80 1982→2019
都道府県展望,176,ncid,AN00093938,ndl_unique,ndl_sru:cinii_crid,都道府県展望(全国知事会)。CiNii crid経由NCID=AN00093938。
立正法学論集,174,issn,0286-4800,issn_batch_confirmed,issn_batch_20260622,ndl_name=立正法学論集 = The Rissho law review evidence=78 1982→2023
官公労働,173,issn,0917-1592,issn_batch_confirmed,issn_batch_20260622,ndl_name=官公労働 evidence=71 1952→1998
関東学院法学,173,issn,0918-063X,issn_batch_confirmed,issn_batch_20260622,ndl_name=関東学院法学 = Kanto Gakuin law review / 関東学院法学編集委員会 編 evidence=72 1996→2025
地方自治判例百選<第,168,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
情報法制研究,168,issn,2433-0264,issn_batch_confirmed,issn_batch_20260622,ndl_name=情報法制研究 evidence=70 2017→2025
九州法学会会報,166,ncid,AA12534165,ndl_unique,ndl_sru:cinii_crid,九州法学会会報(九州法学会)。CiNii crid経由NCID=AA12534165。
久留米大学法学,165,issn,0915-0463,issn_batch_confirmed,issn_batch_20260622,ndl_name=久留米大学法学 evidence=55 1998→2023
横浜国際経済法学,164,issn,0919-9357,issn_batch_confirmed,issn_batch_20260622,ndl_name=横浜国際経済法学 = Yokohama law review / 横浜国際経済法学会 編 evidence=78 1993→2013
鹿児島大学法学論集,163,issn,0389-0813,ndl_unique,ndl_serial_overlay,
資料版商事法務,162,issn,0911-4408,issn_batch_confirmed,issn_batch_20260622,ndl_name=資料版商事法務 evidence=80 1999→2024
企業法学,161,issn,2187-0144,issn_batch_confirmed,issn_batch_20260622,ndl_name=企業法学研究 evidence=36 2014→2024
九大法学,160,issn,0453-0209,issn_batch_confirmed,issn_batch_20260622,ndl_name=九大法学 = Kyudai law review evidence=73 1996→2025
司法研修所論集,159,issn,1342-5080,seed_verified,seed:cinii_confirmed,ISSN confirmed CiNii NCID:AN00107442。候補9784866841281はISBNで除外
大東法学,158,issn,0287-0940,issn_batch_confirmed,issn_batch_20260622,ndl_name=大東法学 evidence=77 1976→2026
東京都立大学法学会雑誌,153,issn,0386-8745,issn_batch_confirmed,issn_batch_20260622,ndl_name=東京都立大学法学会雑誌 / 東京都立大学法学会 編 evidence=78 1961→2005
六甲台論集(法学政治学篇)(神戸大学),153,issn,1341-4941,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認。神戸大学大学院法学研究会。単一機関誌。
下級審商事判例評釈(昭和,153,isbn_per_issue,,seed_isbn_per_issue,seed:article_meta_confirmed,慶応義塾大学法学研究会叢書(叢書68等)の書籍シリーズ。昭和60-63年版等。ISSN無し。
ローヤー,152,ncid,AN10391794,seed_verified,ndl_sru:confirmed,"月刊ハイ・ローヤー(辰已法律研究所)。NDL SRU: NCID AN10391794, ISSN 0913-1124。"
京都学園法学,152,issn,0916-4715,issn_batch_confirmed,issn_batch_20260622,ndl_name=京都学園法学 = Kyoto Gakuen law review / 京都学園大学法学会 編 evidence=37 1996→2015
国士舘法学,152,issn,0286-8911,ndl_unique,ndl_serial_overlay,
