issue,canonical_group,verdict,normalized_name,merge_target,missing_flag,evidence
CITATION_FRAGMENT,要件事実論と民法学との対話』所収p,NORMALIZE,要件事実論と民法学との対話,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日本社会と市民法学――清水誠先生追悼論集』所収p,NORMALIZE,日本社会と市民法学――清水誠先生追悼論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民法学における法と政策――平井宜雄先生古稀記念』所収p,NORMALIZE,民法学における法と政策――平井宜雄先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代民法学の理論と実務の交錯――高木多喜男先生古稀記念』所収p,NORMALIZE,現代民法学の理論と実務の交錯――高木多喜男先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代企業法学の課題と展開』所収p,NORMALIZE,現代企業法学の課題と展開,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,社会の発展と権利の創造――民法・環境法学の最前線 淡路剛久先生古稀祝賀』所収p,NORMALIZE,社会の発展と権利の創造――民法・環境法学の最前線 淡路剛久先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日独憲法学の創造力――栗城壽夫先生古稀記念(上)』所収p,NORMALIZE,日独憲法学の創造力――栗城壽夫先生古稀記念(上),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代民事法学の理論(下)――西原道雄先生古稀記念』所収p,NORMALIZE,現代民事法学の理論(下)――西原道雄先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民法学の軌跡と展望――國井和郎先生還暦記念論文集』所収p,NORMALIZE,民法学の軌跡と展望――國井和郎先生還暦記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,公法学の法と政策(上)――金子宏先生古稀祝賀』所収p,NORMALIZE,公法学の法と政策(上)――金子宏先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,財産法学の新展開――幾代通先生献呈論集』所収p,NORMALIZE,財産法学の新展開――幾代通先生献呈論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集』所収p,NORMALIZE,戦後法学と憲法――歴史・現状・展望 長谷川正安先生追悼論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民法学における古典と革新――藤岡康宏先生古稀記念論文集』所収p,NORMALIZE,民法学における古典と革新――藤岡康宏先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代民事法学の構想――内山尚三先生追悼』所収p,NORMALIZE,現代民事法学の構想――内山尚三先生追悼,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念』所収p,NORMALIZE,現代社会と民法学の動向(上)――不法行為 加藤一郎先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書)』所収p,NORMALIZE,現代法律実務の諸問題<令和元年度研修版>(日弁連研修叢書),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日本民法学の形成と課題(下)――星野英一先生古稀祝賀』所収p,NORMALIZE,日本民法学の形成と課題(下)――星野英一先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民事法学の新展開――鈴木祿彌先生古稀記念』所収p,NORMALIZE,民事法学の新展開――鈴木祿彌先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書)』所収p,NORMALIZE,現代法律実務の諸問題(上)<平成元年版>(日弁連研修叢書),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民事法学の基礎的課題――植木哲先生古稀記念論文集』所収p,NORMALIZE,民事法学の基礎的課題――植木哲先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,改憲を問う――民主主義法学からの視座(法律時報増刊)』所収p,NORMALIZE,改憲を問う――民主主義法学からの視座(法律時報増刊),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念』所収p,NORMALIZE,現代社会と民法学の動向(下)――民法一般 加藤一郎先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,企業法学の展望――大野正道先生退官記念』所収p,NORMALIZE,企業法学の展望――大野正道先生退官記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,行政法学の未来に向けて――阿部泰隆先生古稀記念』所収p,NORMALIZE,行政法学の未来に向けて――阿部泰隆先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"憲法改正問題――いま,憲法学から改憲論議を問う(法律時報増刊)』所収p",NORMALIZE,"憲法改正問題――いま,憲法学から改憲論議を問う(法律時報増刊)",,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代民事法学の理論(上)――西原道雄先生古稀記念』所収p,NORMALIZE,現代民事法学の理論(上)――西原道雄先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,憲法の尊厳――奥平憲法学の継承と展開』所収p,NORMALIZE,憲法の尊厳――奥平憲法学の継承と展開,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法創造の比較法学――先端的課題への挑戦』所収p,NORMALIZE,法創造の比較法学――先端的課題への挑戦,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日本民法学の形成と課題(上)――星野英一先生古稀祝賀』所収p,NORMALIZE,日本民法学の形成と課題(上)――星野英一先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民主主義法学と研究者の使命――広渡清吾先生古稀記念論文集』所収p,NORMALIZE,民主主義法学と研究者の使命――広渡清吾先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現時法学の理論と実践――伊東乾教授喜寿記念論文集』所収p,NORMALIZE,現時法学の理論と実践――伊東乾教授喜寿記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,ドイツ民法典の編纂と法学』所収p,NORMALIZE,ドイツ民法典の編纂と法学,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,情報社会の公法学――川上宏二郎先生古稀記念論文集』所収p,NORMALIZE,情報社会の公法学――川上宏二郎先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法と政治の理論と現実(下)――関西大学法学部百周年記念論文集』所収p,NORMALIZE,法と政治の理論と現実(下)――関西大学法学部百周年記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代私法学の課題と展望(上)――林良平先生還暦記念論文集』所収p,NORMALIZE,現代私法学の課題と展望(上)――林良平先生還暦記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,分権時代と自治体法学』所収p,NORMALIZE,分権時代と自治体法学,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,市民法学の歴史的・思想的展開――原島重義先生傘寿』所収p,NORMALIZE,市民法学の歴史的・思想的展開――原島重義先生傘寿,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代私法学の課題――伊藤進教授古稀記念論文集』所収p,NORMALIZE,現代私法学の課題――伊藤進教授古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法学部開校記念論文集』所収p,NORMALIZE,法学部開校記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,公法学の法と政策――金子宏先生古稀祝賀(下)』所収p,NORMALIZE,公法学の法と政策――金子宏先生古稀祝賀(下),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,手続法的行政法学の理論』所収p,NORMALIZE,手続法的行政法学の理論,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,企業・現代社会・法――現代企業法・法学入門』所収p,NORMALIZE,企業・現代社会・法――現代企業法・法学入門,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,租税憲法学の展開』所収p,NORMALIZE,租税憲法学の展開,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,市民法学の課題と展望――清水誠先生古稀記念論集』所収p,NORMALIZE,市民法学の課題と展望――清水誠先生古稀記念論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,近代私法学の形成と現代法理論』所収p,NORMALIZE,近代私法学の形成と現代法理論,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代民法学の諸問題――玉田弘毅先生古稀記念論文集』所収p,NORMALIZE,現代民法学の諸問題――玉田弘毅先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,人権の刑事法学――村井敏邦先生古稀記念論文集』所収p,NORMALIZE,人権の刑事法学――村井敏邦先生古稀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代先端法学の展開――田島裕教授記念』所収p,NORMALIZE,現代先端法学の展開――田島裕教授記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代私法学の課題と展望(中)――林良平先生還暦記念論文集』所収p,NORMALIZE,現代私法学の課題と展望(中)――林良平先生還暦記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,会社法の法的論点と実務――弁護士専門研修講座』所収p,NORMALIZE,会社法の法的論点と実務――弁護士専門研修講座,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,名古屋学院大学法学部開設記念論文集』所収p,NORMALIZE,名古屋学院大学法学部開設記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,憲法の理論を求めて――奥平憲法学の継承と展開』所収p,NORMALIZE,憲法の理論を求めて――奥平憲法学の継承と展開,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,教育法学と子どもの人権――兼子仁教授退職記念論集』所収p,NORMALIZE,教育法学と子どもの人権――兼子仁教授退職記念論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,戦後憲法学の展開――和田英夫教授古稀記念論集』所収p,NORMALIZE,戦後憲法学の展開――和田英夫教授古稀記念論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法学の諸問題』所収p,NORMALIZE,法学の諸問題,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代私法学の課題と展望(下)――林良平先生還暦記念論文集』所収p,NORMALIZE,現代私法学の課題と展望(下)――林良平先生還暦記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"法学セミナー増刊,p",MERGE_TO_EXISTING,法学セミナー,法学セミナー,,サフィックス除去→'法学セミナー'が既存journal_canonicalに一致(article_count=8596)
CITATION_FRAGMENT,現代法律実務の諸問題(下)<平成元年版>(日弁連研修叢書)』所収p,NORMALIZE,現代法律実務の諸問題(下)<平成元年版>(日弁連研修叢書),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,最高裁判所判例解説――刑事篇<平成元年度>』所収p,NORMALIZE,最高裁判所判例解説――刑事篇<平成元年度>,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念』所収p,NORMALIZE,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,新世紀の公法学――手島孝先生古稀祝賀論集』所収p,NORMALIZE,新世紀の公法学――手島孝先生古稀祝賀論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法学の諸課題』所収p,NORMALIZE,法学の諸課題,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,比較公法学の諸問題――伊藤満先生喜寿記念』所収p,NORMALIZE,比較公法学の諸問題――伊藤満先生喜寿記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,インターネットの法律実務(弁護士専門研修講座)』所収p,NORMALIZE,インターネットの法律実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,金融商品取引法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,金融商品取引法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,消費者法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,消費者法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,不動産法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,不動産法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,建築紛争の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,建築紛争の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,離婚事件の実務(弁護士専門研修講座)』所収p,NORMALIZE,離婚事件の実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座)』所収p,NORMALIZE,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,新時代の刑事法学(下)――椎橋隆幸先生古稀記念』所収p,NORMALIZE,新時代の刑事法学(下)――椎橋隆幸先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,新時代の刑事法学(上)――椎橋隆幸先生古稀記念』所収p,NORMALIZE,新時代の刑事法学(上)――椎橋隆幸先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"法実務,法理論,基礎法学の再定位――法学研究者養成への示唆』所収p",NORMALIZE,"法実務,法理論,基礎法学の再定位――法学研究者養成への示唆",,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,国法学の諸問題――宮田豊先生古稀記念』所収p,NORMALIZE,国法学の諸問題――宮田豊先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,情報・インターネット法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,情報・インターネット法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,高齢者をめぐる法律問題(弁護士専門研修講座)』所収p,NORMALIZE,高齢者をめぐる法律問題(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,中小企業法務の実務(弁護士専門研修講座)』所収p,NORMALIZE,中小企業法務の実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,労働法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,労働法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,独占禁止法の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,独占禁止法の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,会社法の今日的課題と実務(弁護士専門研修講座)』所収p,NORMALIZE,会社法の今日的課題と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
